0.0
1680812,0.1
1680905,0.1
1680998,0.1
1681091,0.1
1681184,0.1
1681276,0.1
1681370,0.1
1681463,0.0
1681556,0.0
1681649,0.1
1681742,0.1
1681836,0.1
1681928,0.1
1682021,0.1
1682114,0.1
1682207,0.0
1682300,0.0
1682394,0.0
1682486,0.1
1682579,0.1
1682672,0.1
1682765,0.1
1682859,0.0
1682952,0.0
1683044,0.1
1683137,0.1
1683230,0.1
1683323,0.1
1683417,0.1
1683510,0.1
1683603,0.1
1683695,0.1
1683788,0.1
1683881,0.1
1683975,0.1
1684068,0.1
1684161,0.1
1684253,0.1
1684346,0.1
1684440,0.0
1684533,0.0
1684626,0.1
1684719,0.1
1684812,0.0
1684904,0.1
1684998,0.1
1685091,0.0
1685184,0.1
1685277,0.0
1685370,0.0
1685463,0.0
1685556,0.1
1685649,0.0
1685742,0.0
1685835,0.0
1685928,0.1
1686021,0.1
1686114,0.1
1686207,0.1
1686300,0.1
1686393,0.1
1686487,0.0
1686579,0.0
1686672,0.1
1686765,0.1
1686858,0.1
1686951,0.1
1687045,0.0
1687138,0.0
1687230,0.1
1687323,0.0
1687416,0.0
1687510,0.1
1687603,0.1
1687696,0.0
1687788,0.1
1687881,0.1
1687974,0.1
1688068,0.1
1688161,0.0
1688254,0.0
1688346,0.0
1688439,0.0
1688532,0.0
1688626,0.1
1688719,0.1
1688812,0.1
1688905,0.0
1688997,0.0
1689091,0.0
1689184,0.1
1689277,0.1
1689370,0.1
1689463,0.1
1689555,0.1
1689649,0.0
1689742,0.0
1689835,0.0
1689928,0.0
1690021,0.1
1690114,0.1
1690207,0.0
1690300,0.0
1690393,0.1
1690486,0.1
1690579,0.1
1690673,0.1
1690765,0.1
1690858,0.0
1690951,0.1
1691044,0.1
1691138,0.1
1691231,0.1
1691323,0.1
1691416,0.0
1691509,0.0
1691602,0.0
1691696,0.1
1691789,0.1
1691881,0.1
1691974,0.1
1692067,0.1
1692161,0.1
1692254,0.1
1692347,0.1
1692440,0.0
1692532,0.0
1692625,0.0
1692719,0
reset
866,0.1
968,0.1
1061,0.1
1155,0.1
1248,0.1
1341,0.1
1434,0.2
1526,0.6
1619,1.6
1713,3.0
1806,4.4
1899,5.5
1992,6.3
2084,7.0
2178,7.6
2271,8.2
2364,8.8
2457,9.4
2550,9.1
2643,6.4
2736,3.3
2829,1.4
2922,0.5
3015,0.2
3108,0.2
3202,0.2
3294,0.2
3387,0.3
3480,0.5
3573,1.3
3666,2.8
3760,4.6
3852,5.9
3945,6.6
4038,7.3
4131,8.2
4225,9.0
4318,9.5
4410,9.9
4503,10.2
4596,9.6
4689,7.5
4783,4.5
4876,2.4
4969,1.2
5061,0.6
5154,0.3
5248,0.2
5341,0.3
5434,0.4
5527,0.6
5619,1.3
5712,2.4
5806,3.7
5899,5.0
5992,6.3
6085,7.5
6178,8.7
6270,9.3
6364,9.2
6457,9.1
6550,8.9
6643,8.8
6736,8.6
6829,8.0
6922,6.1
7015,3.5
7108,1.6
7201,0.8
7294,0.4
7387,0.3
7480,0.3
7573,0.2
7666,0.2
7759,0.4
7853,1.6
7946,3.6
8038,5.5
8131,6.8
8224,7.5
8317,7.7
8411,8.0
8504,8.4
8596,8.6
8689,8.7
8782,8.7
8876,8.6
8969,8.3
9062,7.5
9154,5.9
9247,3.8
9340,1.9
9434,0.9
9527,0.4
9620,0.2
9712,0.2
9805,0.2
9899,0.2
9992,0.2
10085,0.2
10178,0.5
10271,2.1
10363,4.4
10457,6.1
10550,7.1
10643,7.8
10736,8.3
10829,8.7
10921,9.1
11015,9.3
11108,9.4
11201,9.4
11294,9.7
11387,9.9
11480,9.6
11573,7.7
11666,5.0
11759,2.8
11852,1.5
11945,0.9
12038,0.6
12131,0.0
12224,-0.3
12317,-0.3
12410,-0.3
12504,-0.3
12596,-0.3
12689,-0.3
12782,-0.3
12875,-0.3
12968,-0.3
13062,-0.3
13155,-0.3
13247,-0.3
13340,-0.3
13433,-0.3
13527,-0.3
13620,-0.3
13713,-0.3
13805,-0.3
13898,-0.3
13991,-0.4
14085,-0.4
14178,-0.3
14271,-0.3
14363,-0.3
14456,-0.3
14550,-0.3
14643,-0.3
14736,-0.3
14829,-0.4
14921,-0.3
15014,-0.3
15108,-0.3
15201,-0.3
15294,-0.4
15387,-0.4
15479,-0.3
15572,-0.4
15666,-0.3
15759,-0.3
15852,-0.3
15945,-0.3
16038,-0.3
16131,-0.4
16224,-0.4
16317,-0.3
16410,-0.3
16503,-0.4
16596,-0.4
16689,-0.4
16782,-0.3
16875,-0.3
16968,-0.3
17061,-0.3
17155,-0.3
17247,-0.3
17340,-0.3
17433,-0.3
17526,-0.3
17619,-0.4
17713,-0.3
17805,-0.3
17898,-0.3
17991,-0.3
18084,-0.3
18178,-0.3
18271,-0.3
18363,-0.3
18456,-0.3
18549,-0.3
18642,-0.3
18736,-0.3
18829,-0.4
18921,-0.3
19014,-0.4
19107,-0.4
19201,-0.3
19294,-0.3
19387,-0.3
19480,-0.3
19572,-0.3
19665,-0.3
19759,-0.3
19852,-0.3
19945,-0.3
20038,-0.3
20130,-0.3
20224,-0.3
20317,-0.3
20410,-0.3
20503,-0.3
20596,-0.3
20688,-0.3
20782,-0.3
20875,-0.3
20968,-0.3
21061,-0.3
21154,-0.3
21246,-0.3
21340,-0.3
21433,-0.3
21526,-0.3
21619,-0.3
21712,-0.3
21805,-0.3
21898,-0.3
21991,-0.3
22084,-0.3
22177,-0.3
22270,-0.3
22363,-0.3
22456,-0.3
22549,-0.3
22642,-0.3
22735,-0.3
22829,-0.3
22921,-0.3
23014,-0.3
23107,-0.3
23200,-0.3
23293,-0.3
23387,-0.3
23479,-0.3
23572,-0.3
23665,-0.3
23758,-0.3
23852,-0.3
23945,-0.3
24037,-0.3
24130,-0.3
24223,-0.3
24316,-0.3
24410,-0.3
24503,-0.3
24595,-0.3
24688,-0.3
24781,-0.3
24875,-0.3
24968,-0.3
25061,-0.3
25154,-0.3
25246,-0.3
25339,-0.3
25433,-0.3
25526,-0.3
25619,-0.3
25712,-0.3
25804,-0.3
25897,-0.3
25991,-0.3
26084,-0.3
26177,-0.3
26270,-0.3
26362,-0.4
26456,-0.3
26549,-0.3
26642,-0.3
26735,-0.3
26828,-0.3
26920,-0.3
27014,-0.3
27107,-0.3
27200,-0.3
27293,-0.3
27386,-0.3
27479,-0.3
27572,-0.3
27665,-0.3
27758,-0.3
27851,-0.3
27944,-0.3
28037,-0.3
28130,-0.3
28223,-0.3
28316,-0.3
28409,-0.3
28503,-0.3
28595,-0.3
28688,-0.3
28781,-0.3
28874,-0.3
28967,-0.3
29061,-0.3
29153,-0.3
29246,-0.3
29339,-0.3
29432,-0.3
29526,-0.3
29619,-0.3
29711,-0.3
29804,-0.3
29897,-0.3
29990,-0.3
30084,-0.3
30177,-0.3
30269,-0.3
30362,-0.3
30455,-0.3
30548,-0.3
30642,-0.3
30735,-0.3
30827,-0.3
30920,-0.3
31013,-0.3
31107,-0.3
31200,-0.3
31293,-0.3
31385,-0.3
31478,-0.3
31571,-0.3
31665,-0.3
31758,-0.3
31851,-0.3
31944,-0.3
32036,-0.3
32130,-0.3
32223,-0.3
32316,-0.3
32409,-0.3
32502,-0.3
32594,-0.3
32688,-0.3
32781,-0.3
32874,-0.3
32967,-0.3
33060,-0.3
33153,-0.3
33246,-0.3
33339,-0.3
33432,-0.3
33525,-0.3
33618,-0.3
33712,-0.3
33804,-0.3
33897,-0.3
33990,-0.3
34083,-0.3
34177,-0.3
34270,-0.3
34362,-0.3
34455,-0.3
34548,-0.3
34641,-0.3
34735,-0.3
34828,-0.3
34920,-0.3
35013,-0.3
35106,-0.3
35200,-0.3
35293,-0.3
35386,-0.3
35478,-0.3
35571,-0.3
35664,-0.3
35758,-0.3
35851,-0.3
35944,-0.3
36037,-0.3
36129,-0.3
36222,-0.3
36316,-0.3
36409,-0.3
36502,-0.3
36595,-0.3
36687,-0.3
36781,-0.3
36874,-0.3
36967,-0.3
